"date","sensor_type","value","unit","location_id","threshold_exceeded"
"2023-10-19","light","8.84","lux","107.0","Min"
"2024-01-17","sound","108.98","dB","102.0","Max"
"2023-09-07","humidity","85.45","%","110.0","Max"
"2023-09-27","light","71.75","lux","108.0","Min"
"2023-12-15","motion","32.0","count","106.0","Max"
"2024-01-27","temperature","37.73","C","101.0","Max"
"2023-12-16","motion","41.0","count","101.0","Max"
"2023-12-24","temperature","37.94","C","105.0","Max"
"2023-08-05","motion","44.0","count","105.0","Max"
"2023-12-18","motion","39.0","count","110.0","Max"
"2023-12-09","temperature","11.92","C","110.0","Min"
"2023-08-16","temperature","35.49","C","106.0","Max"
"2023-10-29","light","75.24","lux","102.0","Min"
"2023-09-16","motion","31.0","count","110.0","Max"
"2023-12-31","humidity","85.8","%","104.0","Max"
"2023-10-04","motion","47.0","count","109.0","Max"
"2024-01-26","humidity","85.7","%","101.0","Max"
"2023-09-01","humidity","38.19","%","108.0","Min"
"2023-10-17","co2","700.09","ppm","108.0","Max"
"2023-12-06","motion","43.0","count","106.0","Max"
"2023-10-10","motion","41.0","count","106.0","Max"
"2024-01-18","humidity","86.28","%","106.0","Max"
"2023-10-04","pressure","1043.42","hPa","105.0","Max"
"2023-11-23","light","953.16","lux","101.0","Max"
"2024-01-03","pressure","951.11","hPa","103.0","Min"
"2024-01-29","temperature","36.97","C","109.0","Max"
"2023-10-10","humidity","83.84","%","105.0","Max"
"2023-08-03","voc","118.12","ppb","102.0","Min"
"2023-08-08","temperature","12.72","C","101.0","Min"
"2023-10-18","humidity","80.62","%","104.0","Max"
"2023-09-22","humidity","34.01","%","103.0","Min"
"2023-10-22","motion","34.0","count","108.0","Max"
"2023-12-02","motion","35.0","count","109.0","Max"
"2024-01-25","sound","107.48","dB","101.0","Max"
"2023-10-31","co2","722.14","ppm","110.0","Max"
"2023-11-20","motion","38.0","count","103.0","Max"
"2023-09-29","sound","107.84","dB","105.0","Max"
"2023-09-19","humidity","89.42","%","105.0","Max"
"2023-11-20","voc","458.55","ppb","109.0","Max"
"2023-08-24","motion","50.0","count","102.0","Max"
"2023-10-03","temperature","11.35","C","110.0","Min"
"2024-01-30","sound","25.0","dB","102.0","Min"
"2023-10-26","voc","118.65","ppb","108.0","Min"
"2023-09-18","temperature","12.38","C","110.0","Min"
"2023-10-30","temperature","14.2","C","110.0","Min"
"2024-01-13","light","939.51","lux","110.0","Max"
"2023-09-17","pressure","952.29","hPa","110.0","Min"
"2023-12-19","motion","50.0","count","105.0","Max"
"2023-09-28","humidity","85.68","%","101.0","Max"
"2023-12-22","co2","347.97","ppm","110.0","Min"
"2023-09-14","humidity","38.19","%","105.0","Min"
"2023-12-22","co2","793.82","ppm","109.0","Max"
"2023-12-18","light","969.13","lux","102.0","Max"
"2023-11-02","motion","41.0","count","101.0","Max"
"2023-11-26","light","40.86","lux","101.0","Min"
"2023-10-07","humidity","81.63","%","106.0","Max"
"2024-01-15","pressure","1048.72","hPa","103.0","Max"
"2023-09-21","motion","44.0","count","104.0","Max"
"2023-11-24","co2","764.44","ppm","106.0","Max"
"2023-09-30","humidity","84.83","%","102.0","Max"
"2023-08-31","humidity","38.11","%","103.0","Min"
"2023-11-14","humidity","83.33","%","106.0","Max"
"2023-09-19","voc","482.63","ppb","110.0","Max"
"2024-01-15","temperature","35.74","C","109.0","Max"
"2023-12-30","light","971.29","lux","108.0","Max"
"2024-01-29","light","923.19","lux","105.0","Max"
"2023-09-25","light","88.0","lux","109.0","Min"
"2023-09-11","humidity","30.15","%","105.0","Min"
"2023-12-27","humidity","87.34","%","103.0","Max"
"2024-01-02","voc","118.77","ppb","105.0","Min"
"2023-12-10","motion","37.0","count","102.0","Max"
"2023-11-16","temperature","37.41","C","105.0","Max"
"2023-09-26","sound","28.33","dB","103.0","Min"
"2024-01-25","temperature","35.12","C","101.0","Max"
"2023-08-31","motion","31.0","count","108.0","Max"
"2023-09-18","sound","112.97","dB","106.0","Max"
"2023-11-24","motion","45.0","count","101.0","Max"
"2023-08-25","motion","36.0","count","103.0","Max"
"2023-09-04","co2","760.42","ppm","107.0","Max"
"2023-10-09","co2","745.5","ppm","109.0","Max"
"2023-10-21","motion","33.0","count","102.0","Max"
"2023-11-17","humidity","88.17","%","110.0","Max"
"2023-12-05","humidity","37.49","%","102.0","Min"
"2023-12-21","co2","319.23","ppm","109.0","Min"
"2023-11-13","voc","131.27","ppb","110.0","Min"
"2023-12-28","motion","2.0","count","108.0","Min"
"2023-10-20","co2","706.55","ppm","107.0","Max"
"2023-09-30","motion","43.0","count","103.0","Max"
"2023-12-20","temperature","13.09","C","104.0","Min"
"2023-09-10","light","91.02","lux","101.0","Min"
"2023-09-20","co2","779.82","ppm","103.0","Max"
"2023-10-21","co2","720.11","ppm","104.0","Max"
"2023-12-20","co2","323.85","ppm","103.0","Min"
"2023-08-18","pressure","1044.48","hPa","110.0","Max"
"2023-12-26","motion","44.0","count","102.0","Max"
"2023-09-27","motion","37.0","count","106.0","Max"
"2023-11-13","pressure","1043.23","hPa","107.0","Max"
"2023-09-03","co2","321.64","ppm","108.0","Min"
"2024-01-16","motion","44.0","count","106.0","Max"
"2023-08-02","voc","121.11","ppb","107.0","Min"
"2023-08-17","pressure","1040.03","hPa","103.0","Max"
"2023-11-19","pressure","953.77","hPa","110.0","Min"
"2023-08-03","temperature","36.61","C","106.0","Max"
"2024-01-11","sound","106.92","dB","101.0","Max"
"2023-11-04","light","30.9","lux","110.0","Min"
"2023-11-09","voc","126.09","ppb","102.0","Min"
"2023-10-30","sound","119.63","dB","105.0","Max"
"2023-10-03","co2","312.27","ppm","110.0","Min"
"2023-12-05","motion","33.0","count","107.0","Max"
"2024-01-23","voc","117.55","ppb","103.0","Min"
"2024-01-30","sound","23.82","dB","101.0","Min"
"2023-08-10","sound","108.18","dB","107.0","Max"
"2023-08-31","co2","772.71","ppm","110.0","Max"
"2023-08-20","light","998.97","lux","110.0","Max"
"2024-01-13","light","975.42","lux","102.0","Max"
"2024-01-07","sound","27.18","dB","105.0","Min"
"2023-10-06","voc","135.95","ppb","106.0","Min"
"2023-08-08","light","917.34","lux","107.0","Max"
"2023-09-19","temperature","36.19","C","109.0","Max"
"2023-10-28","temperature","35.01","C","110.0","Max"
"2023-09-15","pressure","1048.56","hPa","106.0","Max"
"2023-11-05","light","62.38","lux","103.0","Min"
"2023-12-26","pressure","956.72","hPa","109.0","Min"
"2023-09-18","temperature","14.54","C","105.0","Min"
"2023-10-30","sound","29.17","dB","102.0","Min"
"2023-08-01","humidity","86.32","%","110.0","Max"
"2023-10-17","temperature","39.34","C","109.0","Max"
"2024-01-05","co2","309.82","ppm","109.0","Min"
"2023-12-21","pressure","952.83","hPa","105.0","Min"
"2023-12-19","humidity","33.78","%","102.0","Min"
"2023-12-07","pressure","956.51","hPa","109.0","Min"
"2023-10-10","temperature","14.27","C","105.0","Min"
"2024-01-22","motion","1.0","count","110.0","Min"
"2023-09-15","voc","132.35","ppb","101.0","Min"
"2024-01-22","pressure","1044.74","hPa","107.0","Max"
"2023-08-30","sound","22.67","dB","104.0","Min"
"2024-01-01","sound","112.43","dB","106.0","Max"
"2023-11-10","temperature","37.49","C","106.0","Max"
"2023-11-03","temperature","38.88","C","104.0","Max"
"2023-12-21","co2","326.57","ppm","103.0","Min"
"2023-08-29","motion","35.0","count","103.0","Max"
"2024-01-13","voc","467.77","ppb","101.0","Max"
"2023-08-13","motion","31.0","count","103.0","Max"
"2023-12-10","voc","117.2","ppb","110.0","Min"
"2023-11-19","sound","107.68","dB","109.0","Max"
"2023-12-22","humidity","85.09","%","108.0","Max"
"2023-11-15","motion","34.0","count","110.0","Max"
"2023-09-06","humidity","87.9","%","103.0","Max"
"2023-12-27","pressure","1046.4","hPa","110.0","Max"
"2023-08-02","temperature","36.33","C","101.0","Max"
"2023-09-09","co2","331.88","ppm","110.0","Min"
"2023-12-02","humidity","87.71","%","104.0","Max"
"2023-08-08","humidity","39.15","%","102.0","Min"
"2023-09-22","sound","110.01","dB","106.0","Max"
"2024-02-01","sound","103.15","dB","103.0","Max"
"2023-12-01","sound","24.25","dB","110.0","Min"
"2023-09-18","motion","42.0","count","110.0","Max"
"2023-11-08","sound","23.04","dB","110.0","Min"
"2023-12-16","sound","22.28","dB","103.0","Min"
"2023-10-14","voc","479.74","ppb","109.0","Max"
"2023-11-17","light","957.71","lux","105.0","Max"
"2024-01-07","co2","716.46","ppm","108.0","Max"
"2023-12-17","co2","345.5","ppm","107.0","Min"
"2023-11-01","voc","496.92","ppb","103.0","Max"
"2023-11-02","sound","100.53","dB","104.0","Max"
"2023-08-10","pressure","1042.4","hPa","102.0","Max"
"2023-12-03","light","955.39","lux","110.0","Max"
"2023-12-24","co2","701.06","ppm","107.0","Max"
"2023-08-08","humidity","30.51","%","103.0","Min"
"2023-12-23","temperature","11.11","C","105.0","Min"
"2023-12-08","temperature","35.46","C","107.0","Max"
"2023-12-11","humidity","80.15","%","106.0","Max"
"2024-01-08","temperature","35.14","C","101.0","Max"
"2023-09-20","temperature","35.35","C","105.0","Max"
"2024-01-21","voc","110.33","ppb","106.0","Min"
"2024-01-23","motion","50.0","count","104.0","Max"
"2023-08-29","motion","32.0","count","107.0","Max"
"2023-11-09","sound","110.69","dB","108.0","Max"
"2023-10-13","motion","36.0","count","102.0","Max"
"2024-01-04","humidity","83.96","%","105.0","Max"
"2023-10-12","pressure","1043.11","hPa","108.0","Max"
"2023-12-01","motion","39.0","count","101.0","Max"
"2023-12-08","sound","28.96","dB","108.0","Min"
"2023-09-14","motion","44.0","count","101.0","Max"
"2024-01-03","pressure","952.56","hPa","103.0","Min"
"2023-09-05","light","900.57","lux","110.0","Max"
"2023-11-29","temperature","14.27","C","101.0","Min"
"2023-10-30","motion","0.0","count","104.0","Min"
"2023-09-15","temperature","12.85","C","106.0","Min"
"2023-12-06","co2","713.82","ppm","110.0","Max"
"2023-10-07","motion","38.0","count","102.0","Max"
"2024-01-10","sound","100.59","dB","108.0","Max"
"2023-12-11","co2","308.63","ppm","108.0","Min"
"2023-12-15","light","51.81","lux","104.0","Min"
"2023-10-10","humidity","31.64","%","101.0","Min"
"2023-08-29","humidity","82.43","%","104.0","Max"
"2023-09-14","humidity","81.28","%","107.0","Max"
"2023-08-16","co2","342.08","ppm","107.0","Min"
"2023-09-25","voc","468.57","ppb","106.0","Max"
"2023-10-07","motion","39.0","count","104.0","Max"
"2023-12-31","temperature","13.41","C","107.0","Min"
"2024-01-04","humidity","85.61","%","102.0","Max"
"2024-01-09","temperature","36.56","C","103.0","Max"
"2023-08-05","motion","31.0","count","109.0","Max"
"2023-10-01","pressure","954.74","hPa","101.0","Min"
"2023-11-03","voc","134.69","ppb","109.0","Min"
"2023-09-29","sound","102.03","dB","106.0","Max"
"2024-01-24","light","907.47","lux","103.0","Max"
"2023-09-30","voc","477.8","ppb","107.0","Max"
"2023-09-17","co2","747.55","ppm","108.0","Max"
"2023-08-04","temperature","13.19","C","108.0","Min"
"2023-10-08","motion","39.0","count","104.0","Max"
"2023-11-21","voc","146.66","ppb","105.0","Min"
"2023-11-02","sound","20.1","dB","110.0","Min"
"2023-09-15","humidity","89.84","%","102.0","Max"
"2024-01-13","pressure","952.98","hPa","102.0","Min"
"2023-12-14","sound","26.16","dB","102.0","Min"
"2023-12-25","motion","40.0","count","109.0","Max"
"2023-12-11","light","918.86","lux","102.0","Max"
"2023-12-04","co2","735.5","ppm","103.0","Max"
"2023-08-13","humidity","35.23","%","104.0","Min"
"2023-08-04","motion","47.0","count","109.0","Max"
"2024-01-07","voc","129.11","ppb","104.0","Min"
"2023-12-01","motion","1.0","count","109.0","Min"
"2023-12-29","light","980.94","lux","107.0","Max"
"2023-09-18","motion","49.0","count","104.0","Max"
"2023-08-14","pressure","1044.5","hPa","110.0","Max"
"2023-12-25","temperature","38.96","C","101.0","Max"
"2023-08-04","temperature","11.29","C","104.0","Min"
"2023-10-02","sound","106.17","dB","104.0","Max"
"2023-10-03","pressure","955.65","hPa","104.0","Min"
"2023-09-01","humidity","88.49","%","101.0","Max"
"2023-10-03","humidity","30.98","%","110.0","Min"
"2024-01-03","voc","109.85","ppb","108.0","Min"
"2023-12-03","temperature","35.71","C","109.0","Max"
"2024-01-09","motion","36.0","count","106.0","Max"
"2023-11-16","temperature","14.07","C","102.0","Min"
"2023-11-02","pressure","954.78","hPa","106.0","Min"
"2023-10-20","humidity","85.97","%","103.0","Max"
"2023-12-01","temperature","37.26","C","105.0","Max"
"2023-11-07","co2","702.8","ppm","107.0","Max"
"2023-12-20","sound","27.2","dB","110.0","Min"
"2024-01-26","motion","48.0","count","110.0","Max"
"2023-08-20","temperature","39.08","C","107.0","Max"
"2023-11-10","temperature","38.6","C","105.0","Max"
"2023-10-03","temperature","35.54","C","102.0","Max"
"2023-09-29","sound","21.88","dB","109.0","Min"
"2023-11-08","temperature","11.21","C","104.0","Min"
"2023-12-24","pressure","952.51","hPa","110.0","Min"
"2023-08-06","temperature","14.59","C","103.0","Min"
"2023-08-11","sound","28.77","dB","109.0","Min"
"2023-08-08","temperature","14.11","C","109.0","Min"
"2023-11-17","motion","0.0","count","101.0","Min"
"2023-08-04","humidity","87.37","%","106.0","Max"
"2023-12-09","sound","110.35","dB","108.0","Max"
"2023-11-20","pressure","1048.39","hPa","103.0","Max"
"2024-01-11","voc","118.81","ppb","108.0","Min"
"2023-08-17","sound","22.91","dB","104.0","Min"
"2023-12-18","motion","50.0","count","101.0","Max"
"2023-11-20","sound","113.86","dB","103.0","Max"
"2023-09-24","temperature","38.99","C","109.0","Max"
"2023-08-06","pressure","957.62","hPa","106.0","Min"
"2023-12-26","motion","3.0","count","104.0","Min"
"2023-10-07","co2","322.85","ppm","105.0","Min"
"2023-09-23","sound","104.04","dB","101.0","Max"
"2023-11-20","motion","44.0","count","110.0","Max"
"2023-12-20","temperature","38.15","C","101.0","Max"
"2023-10-26","voc","117.39","ppb","107.0","Min"
"2023-08-01","sound","21.02","dB","104.0","Min"
"2024-01-04","humidity","36.16","%","102.0","Min"
"2023-08-13","motion","38.0","count","106.0","Max"
"2023-10-29","motion","45.0","count","108.0","Max"
"2023-08-09","humidity","38.34","%","102.0","Min"
"2023-11-24","motion","1.0","count","101.0","Min"
"2023-10-01","voc","116.7","ppb","106.0","Min"
"2023-11-06","light","932.08","lux","110.0","Max"
"2023-08-03","light","921.38","lux","101.0","Max"
"2023-09-26","temperature","35.87","C","101.0","Max"
"2023-10-21","co2","758.13","ppm","101.0","Max"
"2024-01-03","pressure","950.42","hPa","110.0","Min"
"2023-12-22","temperature","38.6","C","103.0","Max"
"2023-08-03","motion","33.0","count","102.0","Max"
"2023-11-20","pressure","959.94","hPa","108.0","Min"
"2023-12-26","co2","784.53","ppm","106.0","Max"
"2023-08-11","co2","777.79","ppm","108.0","Max"
"2023-10-13","humidity","32.21","%","104.0","Min"
"2023-11-08","temperature","13.63","C","101.0","Min"
"2023-09-19","voc","134.79","ppb","104.0","Min"
"2024-01-19","pressure","951.2","hPa","103.0","Min"
"2023-08-26","light","939.28","lux","110.0","Max"
"2023-10-15","motion","36.0","count","102.0","Max"
"2023-10-19","voc","483.51","ppb","105.0","Max"
"2023-10-15","light","954.49","lux","102.0","Max"
"2023-09-27","motion","4.0","count","103.0","Min"
"2023-10-04","humidity","89.03","%","104.0","Max"
"2023-12-19","sound","104.51","dB","103.0","Max"
"2023-09-06","temperature","10.88","C","109.0","Min"
"2023-11-16","co2","326.65","ppm","101.0","Min"
"2023-08-16","co2","721.61","ppm","109.0","Max"
"2023-08-21","light","19.14","lux","102.0","Min"
"2023-09-09","sound","106.3","dB","104.0","Max"
"2024-01-31","voc","122.81","ppb","110.0","Min"
"2023-11-30","humidity","83.3","%","107.0","Max"
"2023-12-30","pressure","1047.24","hPa","103.0","Max"
"2023-12-22","voc","115.86","ppb","102.0","Min"
"2023-10-25","voc","134.45","ppb","106.0","Min"
"2023-12-22","light","26.46","lux","109.0","Min"
"2023-09-28","motion","44.0","count","108.0","Max"
"2023-11-07","co2","763.92","ppm","102.0","Max"
"2023-08-02","motion","31.0","count","103.0","Max"
"2023-10-22","motion","40.0","count","103.0","Max"
"2023-12-30","voc","471.88","ppb","108.0","Max"
"2023-09-17","temperature","37.63","C","104.0","Max"
"2023-08-30","temperature","37.06","C","105.0","Max"
"2024-01-20","sound","29.94","dB","106.0","Min"
"2023-09-22","pressure","956.54","hPa","105.0","Min"
"2023-08-13","humidity","89.87","%","102.0","Max"
"2023-10-07","voc","108.59","ppb","102.0","Min"
"2023-10-15","temperature","13.2","C","108.0","Min"
"2023-11-04","pressure","1046.01","hPa","102.0","Max"
"2023-09-03","co2","703.49","ppm","105.0","Max"
"2023-09-21","motion","41.0","count","110.0","Max"
"2023-08-04","voc","480.14","ppb","106.0","Max"
"2024-01-26","motion","50.0","count","110.0","Max"
"2023-11-09","humidity","37.01","%","102.0","Min"
"2023-10-16","motion","48.0","count","105.0","Max"
"2023-09-20","temperature","35.28","C","104.0","Max"
"2023-12-31","humidity","38.44","%","105.0","Min"
"2023-10-21","light","937.43","lux","103.0","Max"
"2023-09-22","humidity","86.3","%","103.0","Max"
"2023-08-01","pressure","957.85","hPa","106.0","Min"
"2023-11-01","co2","701.63","ppm","104.0","Max"
"2023-09-07","sound","25.17","dB","102.0","Min"
"2023-10-02","humidity","35.44","%","102.0","Min"
"2023-10-21","voc","114.72","ppb","107.0","Min"
"2023-08-05","temperature","11.02","C","107.0","Min"
"2023-08-25","motion","50.0","count","104.0","Max"
"2023-09-06","temperature","14.21","C","101.0","Min"
"2023-10-09","co2","792.84","ppm","104.0","Max"
"2023-10-24","motion","33.0","count","103.0","Max"
"2023-10-06","light","940.29","lux","109.0","Max"
"2023-10-02","humidity","33.23","%","105.0","Min"
"2024-01-27","sound","100.65","dB","104.0","Max"
"2024-01-21","sound","112.44","dB","110.0","Max"
"2023-09-05","humidity","33.77","%","102.0","Min"
"2023-10-05","pressure","953.43","hPa","104.0","Min"
"2024-01-25","motion","43.0","count","104.0","Max"
"2023-09-21","light","92.59","lux","108.0","Min"
"2024-01-31","motion","50.0","count","109.0","Max"
"2023-12-30","temperature","10.86","C","107.0","Min"
"2023-08-30","pressure","1048.7","hPa","102.0","Max"
"2024-01-16","sound","107.0","dB","109.0","Max"
"2023-08-23","motion","50.0","count","107.0","Max"
"2023-12-26","temperature","39.19","C","105.0","Max"
"2023-09-23","voc","128.1","ppb","102.0","Min"
"2023-10-14","motion","45.0","count","110.0","Max"
"2023-08-23","motion","40.0","count","102.0","Max"
"2024-01-06","temperature","14.3","C","101.0","Min"
"2023-12-29","co2","767.49","ppm","103.0","Max"
"2023-12-21","light","71.81","lux","101.0","Min"
"2023-09-05","temperature","38.85","C","106.0","Max"
"2024-01-26","voc","481.88","ppb","108.0","Max"
"2023-08-06","motion","38.0","count","110.0","Max"
"2023-08-04","humidity","87.81","%","107.0","Max"
"2023-08-12","temperature","13.68","C","107.0","Min"
"2023-10-23","voc","138.58","ppb","109.0","Min"
"2023-11-19","temperature","11.81","C","106.0","Min"
"2023-11-27","humidity","39.92","%","109.0","Min"
"2024-01-06","light","910.52","lux","102.0","Max"
"2023-12-13","co2","734.02","ppm","105.0","Max"
"2023-12-09","pressure","1047.34","hPa","108.0","Max"
"2023-08-02","motion","39.0","count","101.0","Max"
"2023-08-14","motion","45.0","count","102.0","Max"
"2023-12-17","motion","44.0","count","106.0","Max"
"2023-10-12","co2","712.59","ppm","107.0","Max"
"2023-09-07","humidity","37.74","%","101.0","Min"
"2024-01-07","voc","475.03","ppb","106.0","Max"
"2023-09-01","light","63.14","lux","109.0","Min"
"2023-11-01","sound","26.52","dB","102.0","Min"
"2023-09-18","sound","26.59","dB","109.0","Min"
"2023-08-29","pressure","952.49","hPa","108.0","Min"
"2023-11-12","motion","36.0","count","102.0","Max"
"2023-09-18","temperature","38.98","C","102.0","Max"
"2023-08-19","sound","109.99","dB","105.0","Max"
"2023-12-24","voc","495.46","ppb","107.0","Max"
"2023-10-08","humidity","89.33","%","109.0","Max"
"2024-01-31","motion","1.0","count","104.0","Min"
"2024-01-29","voc","480.09","ppb","101.0","Max"
"2023-10-23","motion","48.0","count","107.0","Max"
"2023-09-19","motion","38.0","count","110.0","Max"
"2023-08-04","motion","3.0","count","101.0","Min"
"2023-12-30","temperature","39.49","C","105.0","Max"
"2023-11-14","humidity","35.04","%","107.0","Min"
"2024-01-09","co2","735.32","ppm","107.0","Max"
"2023-12-20","motion","36.0","count","108.0","Max"
"2023-08-15","humidity","31.01","%","107.0","Min"
"2023-08-16","humidity","33.34","%","102.0","Min"
"2023-10-31","pressure","1042.93","hPa","107.0","Max"
"2023-11-06","temperature","37.13","C","109.0","Max"
"2023-11-06","pressure","952.28","hPa","101.0","Min"
"2023-09-12","temperature","11.0","C","110.0","Min"
"2024-01-05","sound","105.14","dB","110.0","Max"
"2023-11-09","temperature","37.92","C","105.0","Max"
"2023-08-06","pressure","957.32","hPa","103.0","Min"
"2023-12-01","co2","755.54","ppm","106.0","Max"
"2023-12-15","sound","117.96","dB","106.0","Max"
"2023-12-24","sound","109.54","dB","101.0","Max"
"2023-08-21","sound","29.2","dB","107.0","Min"
"2023-11-09","humidity","33.42","%","104.0","Min"
"2023-11-30","pressure","950.8","hPa","102.0","Min"
"2023-11-02","temperature","11.26","C","102.0","Min"
"2023-10-01","pressure","1043.85","hPa","105.0","Max"
"2023-10-01","motion","33.0","count","108.0","Max"
"2024-01-23","motion","0.0","count","106.0","Min"
"2023-10-16","co2","727.26","ppm","102.0","Max"
"2023-12-07","temperature","38.2","C","109.0","Max"
"2023-09-02","temperature","37.17","C","105.0","Max"
"2024-01-14","motion","0.0","count","108.0","Min"
"2023-08-06","voc","485.76","ppb","102.0","Max"
"2023-10-19","motion","35.0","count","104.0","Max"
"2023-08-06","pressure","953.07","hPa","108.0","Min"
"2024-01-25","motion","49.0","count","110.0","Max"
"2023-12-24","co2","720.4","ppm","105.0","Max"
"2023-12-16","co2","315.07","ppm","108.0","Min"
"2023-10-14","sound","29.72","dB","103.0","Min"
"2023-10-12","humidity","33.24","%","109.0","Min"
"2023-09-02","pressure","1042.47","hPa","108.0","Max"
"2023-12-13","voc","492.01","ppb","102.0","Max"
"2024-01-14","humidity","86.69","%","109.0","Max"
"2023-09-14","temperature","35.15","C","107.0","Max"
"2023-12-05","sound","117.62","dB","101.0","Max"
"2023-11-24","voc","484.02","ppb","101.0","Max"
"2024-01-10","humidity","80.06","%","103.0","Max"
"2023-09-17","voc","119.34","ppb","101.0","Min"
"2023-10-06","co2","709.11","ppm","108.0","Max"
"2023-12-29","motion","36.0","count","103.0","Max"
"2024-01-07","humidity","38.62","%","104.0","Min"
"2023-09-09","temperature","11.44","C","110.0","Min"
"2023-11-09","humidity","34.37","%","109.0","Min"
"2023-10-30","motion","39.0","count","108.0","Max"
"2023-09-19","light","906.03","lux","104.0","Max"
"2023-11-21","temperature","12.37","C","109.0","Min"
"2024-01-21","pressure","1042.98","hPa","106.0","Max"
"2023-09-01","sound","101.74","dB","110.0","Max"
"2023-09-22","temperature","38.99","C","105.0","Max"
"2023-09-05","sound","104.74","dB","107.0","Max"
"2023-08-15","humidity","87.1","%","109.0","Max"
"2023-10-15","motion","1.0","count","104.0","Min"
"2023-09-03","motion","36.0","count","109.0","Max"
"2023-08-23","sound","117.53","dB","106.0","Max"
"2023-08-30","temperature","37.23","C","108.0","Max"
"2023-11-12","pressure","1046.93","hPa","102.0","Max"
"2024-01-12","humidity","83.96","%","110.0","Max"
"2023-12-20","humidity","38.18","%","101.0","Min"
"2023-11-21","pressure","953.15","hPa","110.0","Min"
"2024-01-11","pressure","951.44","hPa","107.0","Min"
"2023-10-23","motion","43.0","count","107.0","Max"
"2023-09-14","light","986.2","lux","110.0","Max"
"2023-12-18","co2","315.81","ppm","106.0","Min"
"2023-08-17","temperature","35.31","C","105.0","Max"
"2023-12-11","sound","115.46","dB","102.0","Max"
"2023-09-17","temperature","35.26","C","106.0","Max"
"2023-12-09","sound","27.01","dB","109.0","Min"
"2023-11-29","pressure","1041.4","hPa","108.0","Max"
"2023-11-25","temperature","13.37","C","106.0","Min"
"2023-11-14","sound","119.44","dB","104.0","Max"
"2023-08-31","temperature","13.25","C","101.0","Min"
"2023-08-06","motion","48.0","count","102.0","Max"
"2023-10-23","light","954.38","lux","108.0","Max"
"2023-08-08","humidity","80.04","%","108.0","Max"
"2024-01-08","co2","797.33","ppm","102.0","Max"
"2023-11-12","humidity","86.41","%","110.0","Max"
"2023-09-27","motion","41.0","count","110.0","Max"
"2023-08-29","motion","40.0","count","102.0","Max"
"2023-12-29","pressure","950.23","hPa","104.0","Min"
"2023-08-18","motion","3.0","count","101.0","Min"
"2023-12-21","sound","111.92","dB","108.0","Max"
"2023-11-30","motion","43.0","count","109.0","Max"
"2023-08-04","pressure","959.12","hPa","102.0","Min"
"2023-09-11","temperature","13.55","C","103.0","Min"
"2023-10-06","sound","25.79","dB","104.0","Min"
"2024-01-06","temperature","38.19","C","106.0","Max"
"2023-10-28","pressure","950.08","hPa","103.0","Min"
"2023-11-17","voc","496.15","ppb","102.0","Max"
"2023-08-19","motion","48.0","count","104.0","Max"
"2024-01-11","light","952.08","lux","106.0","Max"
"2023-12-07","motion","49.0","count","109.0","Max"
"2024-01-18","motion","42.0","count","101.0","Max"
"2024-01-28","voc","487.13","ppb","107.0","Max"
"2023-10-05","voc","462.97","ppb","101.0","Max"
"2024-02-01","temperature","10.24","C","110.0","Min"
"2023-08-09","pressure","950.24","hPa","107.0","Min"
"2023-12-22","sound","112.84","dB","106.0","Max"
"2023-12-11","sound","103.73","dB","102.0","Max"
"2023-10-26","motion","31.0","count","104.0","Max"
"2024-01-13","humidity","85.75","%","101.0","Max"
"2023-11-13","co2","329.43","ppm","108.0","Min"
"2023-08-29","motion","33.0","count","102.0","Max"
"2023-12-03","humidity","82.01","%","104.0","Max"
"2023-09-19","co2","333.48","ppm","105.0","Min"
"2023-08-26","light","962.74","lux","110.0","Max"
"2023-09-05","pressure","955.17","hPa","101.0","Min"
"2023-11-19","co2","712.73","ppm","101.0","Max"
"2023-10-23","motion","50.0","count","103.0","Max"
"2023-11-01","co2","329.47","ppm","110.0","Min"
"2023-10-06","voc","133.52","ppb","110.0","Min"
"2023-12-18","motion","38.0","count","106.0","Max"
"2023-10-25","temperature","10.19","C","110.0","Min"
"2023-09-22","co2","774.94","ppm","105.0","Max"
"2023-09-27","voc","103.91","ppb","105.0","Min"
"2023-10-07","voc","141.72","ppb","110.0","Min"
"2024-01-04","humidity","85.62","%","104.0","Max"
"2023-10-21","motion","38.0","count","103.0","Max"
"2023-10-23","light","80.21","lux","108.0","Min"
"2023-08-19","light","27.23","lux","101.0","Min"
"2023-12-23","temperature","37.14","C","110.0","Max"
"2023-09-29","co2","318.42","ppm","105.0","Min"
"2023-09-25","humidity","80.48","%","102.0","Max"
"2024-01-18","humidity","87.91","%","110.0","Max"
"2023-12-18","motion","32.0","count","102.0","Max"
"2024-01-07","light","6.22","lux","101.0","Min"
"2023-12-28","sound","29.49","dB","104.0","Min"
"2023-08-18","voc","149.94","ppb","105.0","Min"
"2023-12-29","humidity","39.75","%","107.0","Min"
"2023-11-08","motion","38.0","count","107.0","Max"
"2023-11-28","sound","23.13","dB","105.0","Min"
"2023-08-16","light","21.34","lux","106.0","Min"
"2023-09-22","motion","47.0","count","102.0","Max"
"2023-12-03","motion","50.0","count","101.0","Max"
"2024-01-18","motion","34.0","count","107.0","Max"
"2023-11-11","motion","32.0","count","104.0","Max"
"2023-09-04","motion","43.0","count","107.0","Max"
"2023-12-12","humidity","38.34","%","107.0","Min"
"2023-11-28","humidity","35.71","%","109.0","Min"
