SensorType, Month, Value, LocationId, Threshold (High/Low)
2024-01-15, TEMPERATURE, 35.74, 109, High
2023-12-30, LIGHT, 971.29, 108, High
2024-01-29, LIGHT, 923.19, 105, High
2023-09-25, LIGHT, 88.0, 109, Low
2023-09-11, HUMIDITY, 30.15, 105, Low
2023-12-27, HUMIDITY, 87.34, 103, High
2024-01-02, VOC, 118.77, 105, Low
2023-12-10, MOTION, 37.0, 102, High
2023-11-16, TEMPERATURE, 37.41, 105, High
2023-09-26, SOUND, 28.33, 103, Low
2024-01-25, TEMPERATURE, 35.12, 101, High
2023-08-31, MOTION, 31.0, 108, High
2023-09-18, SOUND, 112.97, 106, High
2023-11-24, MOTION, 45.0, 101, High
2023-08-25, MOTION, 36.0, 103, High
2023-09-04, CO2, 760.42, 107, High
2023-10-09, CO2, 745.5, 109, High
2023-10-21, MOTION, 33.0, 102, High
2023-11-17, HUMIDITY, 88.17, 110, High
2023-12-05, HUMIDITY, 37.49, 102, Low
2023-12-21, CO2, 319.23, 109, Low
2023-11-13, VOC, 131.27, 110, Low
2023-12-28, MOTION, 2.0, 108, Low
2023-10-20, CO2, 706.55, 107, High
2023-09-30, MOTION, 43.0, 103, High
2023-12-20, TEMPERATURE, 13.09, 104, Low
2023-09-10, LIGHT, 91.02, 101, Low
2023-09-20, CO2, 779.82, 103, High
2023-10-21, CO2, 720.11, 104, High
2023-12-20, CO2, 323.85, 103, Low
2023-08-18, PRESSURE, 1044.48, 110, High
2023-12-26, MOTION, 44.0, 102, High
2023-09-27, MOTION, 37.0, 106, High
2023-11-13, PRESSURE, 1043.23, 107, High
2023-09-03, CO2, 321.64, 108, Low
2024-01-16, MOTION, 44.0, 106, High
2023-08-02, VOC, 121.11, 107, Low
2023-08-17, PRESSURE, 1040.03, 103, High
2023-11-19, PRESSURE, 953.77, 110, Low
2023-08-03, TEMPERATURE, 36.61, 106, High
2024-01-11, SOUND, 106.92, 101, High
2023-11-04, LIGHT, 30.9, 110, Low
2023-11-09, VOC, 126.09, 102, Low
2023-10-30, SOUND, 119.63, 105, High
2023-10-03, CO2, 312.27, 110, Low
2023-12-05, MOTION, 33.0, 107, High
2024-01-23, VOC, 117.55, 103, Low
2024-01-30, SOUND, 23.82, 101, Low
2023-08-10, SOUND, 108.18, 107, High
2023-08-31, CO2, 772.71, 110, High
2023-08-20, LIGHT, 998.97, 110, High
2024-01-13, LIGHT, 975.42, 102, High
2024-01-07, SOUND, 27.18, 105, Low
2023-10-06, VOC, 135.95, 106, Low
2023-08-08, LIGHT, 917.34, 107, High
2023-09-19, TEMPERATURE, 36.19, 109, High
2023-10-28, TEMPERATURE, 35.01, 110, High
2023-09-15, PRESSURE, 1048.56, 106, High
2023-11-05, LIGHT, 62.38, 103, Low
2023-12-26, PRESSURE, 956.72, 109, Low
2023-09-18, TEMPERATURE, 14.54, 105, Low
2023-10-30, SOUND, 29.17, 102, Low
2023-08-01, HUMIDITY, 86.32, 110, High
2023-10-17, TEMPERATURE, 39.34, 109, High
2024-01-05, CO2, 309.82, 109, Low
2023-12-21, PRESSURE, 952.83, 105, Low
2023-12-19, HUMIDITY, 33.78, 102, Low
2023-12-07, PRESSURE, 956.51, 109, Low
2023-10-10, TEMPERATURE, 14.27, 105, Low
2024-01-22, MOTION, 1.0, 110, Low
2023-09-15, VOC, 132.35, 101, Low
2024-01-22, PRESSURE, 1044.74, 107, High
2023-08-30, SOUND, 22.67, 104, Low
2024-01-01, SOUND, 112.43, 106, High
2023-11-10, TEMPERATURE, 37.49, 106, High
2023-11-03, TEMPERATURE, 38.88, 104, High
2023-12-21, CO2, 326.57, 103, Low
2023-08-29, MOTION, 35.0, 103, High
2024-01-13, VOC, 467.77, 101, High
2023-08-13, MOTION, 31.0, 103, High
2023-12-10, VOC, 117.2, 110, Low
2023-11-19, SOUND, 107.68, 109, High
2023-12-22, HUMIDITY, 85.09, 108, High
2023-11-15, MOTION, 34.0, 110, High
2023-09-06, HUMIDITY, 87.9, 103, High
2023-12-27, PRESSURE, 1046.4, 110, High
2023-08-02, TEMPERATURE, 36.33, 101, High
2023-09-09, CO2, 331.88, 110, Low
2023-12-02, HUMIDITY, 87.71, 104, High
2023-08-08, HUMIDITY, 39.15, 102, Low
2023-09-22, SOUND, 110.01, 106, High
2024-02-01, SOUND, 103.15, 103, High
2023-12-01, SOUND, 24.25, 110, Low
2023-09-18, MOTION, 42.0, 110, High
2023-11-08, SOUND, 23.04, 110, Low
2023-12-16, SOUND, 22.28, 103, Low
2023-10-14, VOC, 479.74, 109, High
2023-11-17, LIGHT, 957.71, 105, High
2024-01-07, CO2, 716.46, 108, High
2023-12-17, CO2, 345.5, 107, Low
2023-11-01, VOC, 496.92, 103, High
2023-11-02, SOUND, 100.53, 104, High
2023-08-10, PRESSURE, 1042.4, 102, High
2023-12-03, LIGHT, 955.39, 110, High
2023-12-24, CO2, 701.06, 107, High
2023-08-08, HUMIDITY, 30.51, 103, Low
2023-12-23, TEMPERATURE, 11.11, 105, Low
2023-12-08, TEMPERATURE, 35.46, 107, High
2023-12-11, HUMIDITY, 80.15, 106, High
2024-01-08, TEMPERATURE, 35.14, 101, High
2023-09-20, TEMPERATURE, 35.35, 105, High
2024-01-21, VOC, 110.33, 106, Low
2024-01-23, MOTION, 50.0, 104, High
2023-08-29, MOTION, 32.0, 107, High
2023-11-09, SOUND, 110.69, 108, High
2023-10-13, MOTION, 36.0, 102, High
2024-01-04, HUMIDITY, 83.96, 105, High
2023-10-12, PRESSURE, 1043.11, 108, High
2023-12-01, MOTION, 39.0, 101, High
2023-12-08, SOUND, 28.96, 108, Low
2023-09-14, MOTION, 44.0, 101, High
2024-01-03, PRESSURE, 952.56, 103, Low
2023-09-05, LIGHT, 900.57, 110, High
2023-11-29, TEMPERATURE, 14.27, 101, Low
2023-10-30, MOTION, 0.0, 104, Low
2023-09-15, TEMPERATURE, 12.85, 106, Low
2023-12-06, CO2, 713.82, 110, High
2023-10-07, MOTION, 38.0, 102, High
2024-01-10, SOUND, 100.59, 108, High
2023-12-11, CO2, 308.63, 108, Low
2023-12-15, LIGHT, 51.81, 104, Low
2023-10-10, HUMIDITY, 31.64, 101, Low
2023-08-29, HUMIDITY, 82.43, 104, High
2023-09-14, HUMIDITY, 81.28, 107, High
2023-08-16, CO2, 342.08, 107, Low
2023-09-25, VOC, 468.57, 106, High
2023-10-07, MOTION, 39.0, 104, High
2023-12-31, TEMPERATURE, 13.41, 107, Low
2024-01-04, HUMIDITY, 85.61, 102, High
2024-01-09, TEMPERATURE, 36.56, 103, High
2023-08-05, MOTION, 31.0, 109, High
2023-10-01, PRESSURE, 954.74, 101, Low
2023-11-03, VOC, 134.69, 109, Low
2023-09-29, SOUND, 102.03, 106, High
2024-01-24, LIGHT, 907.47, 103, High
2023-09-30, VOC, 477.8, 107, High
2023-09-17, CO2, 747.55, 108, High
2023-08-04, TEMPERATURE, 13.19, 108, Low
2023-10-08, MOTION, 39.0, 104, High
2023-11-21, VOC, 146.66, 105, Low
2023-11-02, SOUND, 20.1, 110, Low
2023-09-15, HUMIDITY, 89.84, 102, High
2024-01-13, PRESSURE, 952.98, 102, Low
2023-12-14, SOUND, 26.16, 102, Low
2023-12-25, MOTION, 40.0, 109, High
2023-12-11, LIGHT, 918.86, 102, High
2023-12-04, CO2, 735.5, 103, High
2023-08-13, HUMIDITY, 35.23, 104, Low
2023-08-04, MOTION, 47.0, 109, High
2024-01-07, VOC, 129.11, 104, Low
2023-12-01, MOTION, 1.0, 109, Low
2023-12-29, LIGHT, 980.94, 107, High
2023-09-18, MOTION, 49.0, 104, High
2023-08-14, PRESSURE, 1044.5, 110, High
2023-12-25, TEMPERATURE, 38.96, 101, High
2023-08-04, TEMPERATURE, 11.29, 104, Low
2023-10-02, SOUND, 106.17, 104, High
2023-10-03, PRESSURE, 955.65, 104, Low
2023-09-01, HUMIDITY, 88.49, 101, High
2023-10-03, HUMIDITY, 30.98, 110, Low
2024-01-03, VOC, 109.85, 108, Low
2023-12-03, TEMPERATURE, 35.71, 109, High
2024-01-09, MOTION, 36.0, 106, High
2023-11-16, TEMPERATURE, 14.07, 102, Low
2023-11-02, PRESSURE, 954.78, 106, Low
2023-10-20, HUMIDITY, 85.97, 103, High
2023-12-01, TEMPERATURE, 37.26, 105, High
2023-11-07, CO2, 702.8, 107, High
2023-12-20, SOUND, 27.2, 110, Low
2024-01-26, MOTION, 48.0, 110, High
2023-08-20, TEMPERATURE, 39.08, 107, High
2023-11-10, TEMPERATURE, 38.6, 105, High
2023-10-03, TEMPERATURE, 35.54, 102, High
2023-09-29, SOUND, 21.88, 109, Low
2023-11-08, TEMPERATURE, 11.21, 104, Low
2023-12-24, PRESSURE, 952.51, 110, Low
2023-08-06, TEMPERATURE, 14.59, 103, Low
2023-08-11, SOUND, 28.77, 109, Low
2023-08-08, TEMPERATURE, 14.11, 109, Low
2023-11-17, MOTION, 0.0, 101, Low
2023-08-04, HUMIDITY, 87.37, 106, High
2023-12-09, SOUND, 110.35, 108, High
2023-11-20, PRESSURE, 1048.39, 103, High
2024-01-11, VOC, 118.81, 108, Low
2023-08-17, SOUND, 22.91, 104, Low
2023-12-18, MOTION, 50.0, 101, High
2023-11-20, SOUND, 113.86, 103, High
2023-09-24, TEMPERATURE, 38.99, 109, High
2023-08-06, PRESSURE, 957.62, 106, Low
2023-12-26, MOTION, 3.0, 104, Low
2023-10-07, CO2, 322.85, 105, Low
2023-09-23, SOUND, 104.04, 101, High
2023-11-20, MOTION, 44.0, 110, High
2023-12-20, TEMPERATURE, 38.15, 101, High
2023-10-26, VOC, 117.39, 107, Low
2023-08-01, SOUND, 21.02, 104, Low
2024-01-04, HUMIDITY, 36.16, 102, Low
2023-08-13, MOTION, 38.0, 106, High
2023-10-29, MOTION, 45.0, 108, High
2023-08-09, HUMIDITY, 38.34, 102, Low
2023-11-24, MOTION, 1.0, 101, Low
2023-10-01, VOC, 116.7, 106, Low
2023-11-06, LIGHT, 932.08, 110, High
2023-08-03, LIGHT, 921.38, 101, High
2023-09-26, TEMPERATURE, 35.87, 101, High
2023-10-21, CO2, 758.13, 101, High
2024-01-03, PRESSURE, 950.42, 110, Low
2023-12-22, TEMPERATURE, 38.6, 103, High
2023-08-03, MOTION, 33.0, 102, High
2023-11-20, PRESSURE, 959.94, 108, Low
2023-12-26, CO2, 784.53, 106, High
2023-08-11, CO2, 777.79, 108, High
2023-10-13, HUMIDITY, 32.21, 104, Low
2023-11-08, TEMPERATURE, 13.63, 101, Low
2023-09-19, VOC, 134.79, 104, Low
2024-01-19, PRESSURE, 951.2, 103, Low
2023-08-26, LIGHT, 939.28, 110, High
2023-10-15, MOTION, 36.0, 102, High
2023-10-19, VOC, 483.51, 105, High
2023-10-15, LIGHT, 954.49, 102, High
2023-09-27, MOTION, 4.0, 103, Low
2023-10-04, HUMIDITY, 89.03, 104, High
2023-12-19, SOUND, 104.51, 103, High
2023-09-06, TEMPERATURE, 10.88, 109, Low
2023-11-16, CO2, 326.65, 101, Low
2023-08-16, CO2, 721.61, 109, High
2023-08-21, LIGHT, 19.14, 102, Low
2023-09-09, SOUND, 106.3, 104, High
2024-01-31, VOC, 122.81, 110, Low
2023-11-30, HUMIDITY, 83.3, 107, High
2023-12-30, PRESSURE, 1047.24, 103, High
2023-12-22, VOC, 115.86, 102, Low
2023-10-25, VOC, 134.45, 106, Low
2023-12-22, LIGHT, 26.46, 109, Low
2023-09-28, MOTION, 44.0, 108, High
2023-11-07, CO2, 763.92, 102, High
2023-08-02, MOTION, 31.0, 103, High
2023-10-22, MOTION, 40.0, 103, High
2023-12-30, VOC, 471.88, 108, High
2023-09-17, TEMPERATURE, 37.63, 104, High
2023-08-30, TEMPERATURE, 37.06, 105, High
2024-01-20, SOUND, 29.94, 106, Low
2023-09-22, PRESSURE, 956.54, 105, Low
2023-08-13, HUMIDITY, 89.87, 102, High
2023-10-07, VOC, 108.59, 102, Low
2023-10-15, TEMPERATURE, 13.2, 108, Low
2023-11-04, PRESSURE, 1046.01, 102, High
2023-09-03, CO2, 703.49, 105, High
2023-09-21, MOTION, 41.0, 110, High
2023-08-04, VOC, 480.14, 106, High
2024-01-26, MOTION, 50.0, 110, High
2023-11-09, HUMIDITY, 37.01, 102, Low
2023-10-16, MOTION, 48.0, 105, High
2023-09-20, TEMPERATURE, 35.28, 104, High
2023-12-31, HUMIDITY, 38.44, 105, Low
2023-10-21, LIGHT, 937.43, 103, High
2023-09-22, HUMIDITY, 86.3, 103, High
2023-08-01, PRESSURE, 957.85, 106, Low
2023-11-01, CO2, 701.63, 104, High
2023-09-07, SOUND, 25.17, 102, Low
2023-10-02, HUMIDITY, 35.44, 102, Low
2023-10-21, VOC, 114.72, 107, Low
2023-08-05, TEMPERATURE, 11.02, 107, Low
2023-08-25, MOTION, 50.0, 104, High
2023-09-06, TEMPERATURE, 14.21, 101, Low
2023-10-09, CO2, 792.84, 104, High
2023-10-24, MOTION, 33.0, 103, High
2023-10-06, LIGHT, 940.29, 109, High
2023-10-02, HUMIDITY, 33.23, 105, Low
2024-01-27, SOUND, 100.65, 104, High
2024-01-21, SOUND, 112.44, 110, High
2023-09-05, HUMIDITY, 33.77, 102, Low
2023-10-05, PRESSURE, 953.43, 104, Low
2024-01-25, MOTION, 43.0, 104, High
2023-09-21, LIGHT, 92.59, 108, Low
2024-01-31, MOTION, 50.0, 109, High
2023-12-30, TEMPERATURE, 10.86, 107, Low
2023-08-30, PRESSURE, 1048.7, 102, High
2024-01-16, SOUND, 107.0, 109, High
2023-08-23, MOTION, 50.0, 107, High
2023-12-26, TEMPERATURE, 39.19, 105, High
2023-09-23, VOC, 128.1, 102, Low
2023-10-14, MOTION, 45.0, 110, High
2023-08-23, MOTION, 40.0, 102, High
2024-01-06, TEMPERATURE, 14.3, 101, Low
2023-12-29, CO2, 767.49, 103, High
2023-12-21, LIGHT, 71.81, 101, Low
2023-09-05, TEMPERATURE, 38.85, 106, High
2024-01-26, VOC, 481.88, 108, High
2023-08-06, MOTION, 38.0, 110, High
2023-08-04, HUMIDITY, 87.81, 107, High
2023-08-12, TEMPERATURE, 13.68, 107, Low
2023-10-23, VOC, 138.58, 109, Low
2023-11-19, TEMPERATURE, 11.81, 106, Low
2023-11-27, HUMIDITY, 39.92, 109, Low
2024-01-06, LIGHT, 910.52, 102, High
2023-12-13, CO2, 734.02, 105, High
2023-12-09, PRESSURE, 1047.34, 108, High
2023-08-02, MOTION, 39.0, 101, High
2023-08-14, MOTION, 45.0, 102, High
2023-12-17, MOTION, 44.0, 106, High
2023-10-12, CO2, 712.59, 107, High
2023-09-07, HUMIDITY, 37.74, 101, Low
2024-01-07, VOC, 475.03, 106, High
2023-09-01, LIGHT, 63.14, 109, Low
2023-11-01, SOUND, 26.52, 102, Low
2023-09-18, SOUND, 26.59, 109, Low
2023-08-29, PRESSURE, 952.49, 108, Low
2023-11-12, MOTION, 36.0, 102, High
2023-09-18, TEMPERATURE, 38.98, 102, High
2023-08-19, SOUND, 109.99, 105, High
2023-12-24, VOC, 495.46, 107, High
2023-10-08, HUMIDITY, 89.33, 109, High
2024-01-31, MOTION, 1.0, 104, Low
2024-01-29, VOC, 480.09, 101, High
2023-10-23, MOTION, 48.0, 107, High
2023-09-19, MOTION, 38.0, 110, High
2023-08-04, MOTION, 3.0, 101, Low
2023-12-30, TEMPERATURE, 39.49, 105, High
2023-11-14, HUMIDITY, 35.04, 107, Low
2024-01-09, CO2, 735.32, 107, High
2023-12-20, MOTION, 36.0, 108, High
2023-08-15, HUMIDITY, 31.01, 107, Low
2023-08-16, HUMIDITY, 33.34, 102, Low
2023-10-31, PRESSURE, 1042.93, 107, High
2023-11-06, TEMPERATURE, 37.13, 109, High
2023-11-06, PRESSURE, 952.28, 101, Low
2023-09-12, TEMPERATURE, 11.0, 110, Low
2024-01-05, SOUND, 105.14, 110, High
2023-11-09, TEMPERATURE, 37.92, 105, High
2023-08-06, PRESSURE, 957.32, 103, Low
2023-12-01, CO2, 755.54, 106, High
2023-12-15, SOUND, 117.96, 106, High
2023-12-24, SOUND, 109.54, 101, High
2023-08-21, SOUND, 29.2, 107, Low
2023-11-09, HUMIDITY, 33.42, 104, Low
2023-11-30, PRESSURE, 950.8, 102, Low
2023-11-02, TEMPERATURE, 11.26, 102, Low
2023-10-01, PRESSURE, 1043.85, 105, High
2023-10-01, MOTION, 33.0, 108, High
2024-01-23, MOTION, 0.0, 106, Low
2023-10-16, CO2, 727.26, 102, High
2023-12-07, TEMPERATURE, 38.2, 109, High
2023-09-02, TEMPERATURE, 37.17, 105, High
2024-01-14, MOTION, 0.0, 108, Low
2023-08-06, VOC, 485.76, 102, High
2023-10-19, MOTION, 35.0, 104, High
2023-08-06, PRESSURE, 953.07, 108, Low
2024-01-25, MOTION, 49.0, 110, High
2023-12-24, CO2, 720.4, 105, High
2023-12-16, CO2, 315.07, 108, Low
2023-10-14, SOUND, 29.72, 103, Low
2023-10-12, HUMIDITY, 33.24, 109, Low
2023-09-02, PRESSURE, 1042.47, 108, High
2023-12-13, VOC, 492.01, 102, High
2024-01-14, HUMIDITY, 86.69, 109, High
2023-09-14, TEMPERATURE, 35.15, 107, High
2023-12-05, SOUND, 117.62, 101, High
2023-11-24, VOC, 484.02, 101, High
2024-01-10, HUMIDITY, 80.06, 103, High
2023-09-17, VOC, 119.34, 101, Low
2023-10-06, CO2, 709.11, 108, High
2023-12-29, MOTION, 36.0, 103, High
2024-01-07, HUMIDITY, 38.62, 104, Low
2023-09-09, TEMPERATURE, 11.44, 110, Low
2023-11-09, HUMIDITY, 34.37, 109, Low
2023-10-30, MOTION, 39.0, 108, High
2023-09-19, LIGHT, 906.03, 104, High
2023-11-21, TEMPERATURE, 12.37, 109, Low
2024-01-21, PRESSURE, 1042.98, 106, High
2023-09-01, SOUND, 101.74, 110, High
2023-09-22, TEMPERATURE, 38.99, 105, High
2023-09-05, SOUND, 104.74, 107, High
2023-08-15, HUMIDITY, 87.1, 109, High
2023-10-15, MOTION, 1.0, 104, Low
2023-09-03, MOTION, 36.0, 109, High
2023-08-23, SOUND, 117.53, 106, High
2023-08-30, TEMPERATURE, 37.23, 108, High
2023-11-12, PRESSURE, 1046.93, 102, High
2024-01-12, HUMIDITY, 83.96, 110, High
2023-12-20, HUMIDITY, 38.18, 101, Low
2023-11-21, PRESSURE, 953.15, 110, Low
2024-01-11, PRESSURE, 951.44, 107, Low
2023-10-23, MOTION, 43.0, 107, High
2023-09-14, LIGHT, 986.2, 110, High
2023-12-18, CO2, 315.81, 106, Low
2023-08-17, TEMPERATURE, 35.31, 105, High
2023-12-11, SOUND, 115.46, 102, High
2023-09-17, TEMPERATURE, 35.26, 106, High
2023-12-09, SOUND, 27.01, 109, Low
2023-11-29, PRESSURE, 1041.4, 108, High
2023-11-25, TEMPERATURE, 13.37, 106, Low
2023-11-14, SOUND, 119.44, 104, High
2023-08-31, TEMPERATURE, 13.25, 101, Low
2023-08-06, MOTION, 48.0, 102, High
2023-10-23, LIGHT, 954.38, 108, High
2023-08-08, HUMIDITY, 80.04, 108, High
2024-01-08, CO2, 797.33, 102, High
2023-11-12, HUMIDITY, 86.41, 110, High
2023-09-27, MOTION, 41.0, 110, High
2023-08-29, MOTION, 40.0, 102, High
2023-12-29, PRESSURE, 950.23, 104, Low
2023-08-18, MOTION, 3.0, 101, Low
2023-12-21, SOUND, 111.92, 108, High
2023-11-30, MOTION, 43.0, 109, High
2023-08-04, PRESSURE, 959.12, 102, Low
2023-09-11, TEMPERATURE, 13.55, 103, Low
2023-10-06, SOUND, 25.79, 104, Low
2024-01-06, TEMPERATURE, 38.19, 106, High
2023-10-28, PRESSURE, 950.08, 103, Low
2023-11-17, VOC, 496.15, 102, High
2023-08-19, MOTION, 48.0, 104, High
2024-01-11, LIGHT, 952.08, 106, High
2023-12-07, MOTION, 49.0, 109, High
2024-01-18, MOTION, 42.0, 101, High
2024-01-28, VOC, 487.13, 107, High
2023-10-05, VOC, 462.97, 101, High
2024-02-01, TEMPERATURE, 10.24, 110, Low
2023-08-09, PRESSURE, 950.24, 107, Low
2023-12-22, SOUND, 112.84, 106, High
2023-12-11, SOUND, 103.73, 102, High
2023-10-26, MOTION, 31.0, 104, High
2024-01-13, HUMIDITY, 85.75, 101, High
2023-11-13, CO2, 329.43, 108, Low
2023-08-29, MOTION, 33.0, 102, High
2023-12-03, HUMIDITY, 82.01, 104, High
2023-09-19, CO2, 333.48, 105, Low
2023-08-26, LIGHT, 962.74, 110, High
2023-09-05, PRESSURE, 955.17, 101, Low
2023-11-19, CO2, 712.73, 101, High
2023-10-23, MOTION, 50.0, 103, High
2023-11-01, CO2, 329.47, 110, Low
2023-10-06, VOC, 133.52, 110, Low
2023-12-18, MOTION, 38.0, 106, High
2023-10-25, TEMPERATURE, 10.19, 110, Low
2023-09-22, CO2, 774.94, 105, High
2023-09-27, VOC, 103.91, 105, Low
2023-10-07, VOC, 141.72, 110, Low
2024-01-04, HUMIDITY, 85.62, 104, High
2023-10-21, MOTION, 38.0, 103, High
2023-10-23, LIGHT, 80.21, 108, Low
2023-08-19, LIGHT, 27.23, 101, Low
2023-12-23, TEMPERATURE, 37.14, 110, High
2023-09-29, CO2, 318.42, 105, Low
2023-09-25, HUMIDITY, 80.48, 102, High
2024-01-18, HUMIDITY, 87.91, 110, High
2023-12-18, MOTION, 32.0, 102, High
2024-01-07, LIGHT, 6.22, 101, Low
2023-12-28, SOUND, 29.49, 104, Low
2023-08-18, VOC, 149.94, 105, Low
2023-12-29, HUMIDITY, 39.75, 107, Low
2023-11-08, MOTION, 38.0, 107, High
2023-11-28, SOUND, 23.13, 105, Low
2023-08-16, LIGHT, 21.34, 106, Low
2023-09-22, MOTION, 47.0, 102, High
2023-12-03, MOTION, 50.0, 101, High
2024-01-18, MOTION, 34.0, 107, High
2023-11-11, MOTION, 32.0, 104, High
2023-09-04, MOTION, 43.0, 107, High
2023-12-12, HUMIDITY, 38.34, 107, Low
2023-11-28, HUMIDITY, 35.71, 109, Low
2024-01-11, PRESSURE, 956.66, 109, Low
2023-08-12, VOC, 117.98, 110, Low
2023-10-27, MOTION, 42.0, 108, High
2023-12-20, SOUND, 115.87, 105, High
2024-01-10, VOC, 145.5, 107, Low
2023-10-27, MOTION, 46.0, 110, High
2023-10-30, MOTION, 46.0, 103, High
2023-11-18, TEMPERATURE, 36.86, 104, High
2023-11-13, VOC, 464.81, 106, High
2023-12-02, HUMIDITY, 34.95, 108, Low
2024-01-11, CO2, 753.85, 101, High
2024-01-25, VOC, 132.88, 109, Low
2023-11-17, SOUND, 106.34, 109, High
2023-09-09, CO2, 705.59, 110, High
2023-10-03, VOC, 462.59, 101, High
2023-09-01, VOC, 452.56, 103, High
2023-08-31, LIGHT, 953.33, 104, High
2023-08-24, CO2, 731.4, 110, High
2023-10-13, VOC, 484.28, 105, High
2023-11-06, SOUND, 112.93, 102, High
2023-09-08, PRESSURE, 952.44, 102, Low
2023-11-22, TEMPERATURE, 36.23, 102, High
2023-10-03, TEMPERATURE, 39.2, 110, High
2023-08-09, MOTION, 50.0, 101, High
2023-12-26, MOTION, 35.0, 106, High
2023-09-30, PRESSURE, 951.56, 109, Low
2023-08-29, HUMIDITY, 84.99, 103, High
2023-09-15, MOTION, 2.0, 108, Low
2023-08-04, PRESSURE, 956.12, 109, Low
2023-09-01, TEMPERATURE, 10.58, 110, Low
2023-08-21, VOC, 458.97, 101, High
2024-01-01, TEMPERATURE, 35.98, 107, High
2023-09-17, MOTION, 42.0, 108, High
2023-09-11, VOC, 450.8, 104, High
2023-09-11, CO2, 762.75, 108, High
2024-01-07, VOC, 462.49, 101, High
2023-09-27, TEMPERATURE, 36.18, 102, High
2023-11-14, HUMIDITY, 81.37, 106, High
2023-11-23, HUMIDITY, 33.5, 104, Low
2024-01-17, LIGHT, 967.5, 108, High
2023-10-24, TEMPERATURE, 37.79, 101, High
2023-10-01, MOTION, 31.0, 106, High
2023-11-20, HUMIDITY, 84.89, 105, High
2023-11-14, MOTION, 37.0, 103, High
2024-01-16, TEMPERATURE, 35.56, 103, High
2023-12-21, VOC, 491.2, 107, High
2024-01-12, SOUND, 115.5, 108, High
2023-11-10, TEMPERATURE, 14.48, 107, Low
2024-01-12, CO2, 731.43, 102, High
2023-10-11, CO2, 772.94, 101, High
2023-11-17, HUMIDITY, 84.36, 104, High
2024-01-30, MOTION, 35.0, 107, High
2023-08-30, MOTION, 36.0, 107, High
2023-12-14, PRESSURE, 958.4, 103, Low
2023-08-09, CO2, 785.2, 105, High
2024-02-01, HUMIDITY, 87.76, 107, High
2023-10-03, TEMPERATURE, 36.42, 103, High
2023-08-11, HUMIDITY, 84.03, 108, High
2024-01-30, MOTION, 35.0, 102, High
2023-08-13, MOTION, 37.0, 106, High
2023-12-25, LIGHT, 34.83, 109, Low
2023-11-09, SOUND, 107.62, 110, High
2023-12-24, PRESSURE, 1043.55, 102, High
2024-01-11, HUMIDITY, 85.45, 101, High
2023-12-26, SOUND, 104.76, 110, High
2023-12-26, MOTION, 3.0, 108, Low
2023-12-08, HUMIDITY, 31.31, 107, Low
2023-11-20, HUMIDITY, 33.2, 106, Low
2023-11-17, VOC, 123.33, 110, Low
2023-08-13, TEMPERATURE, 39.86, 110, High
2023-10-23, TEMPERATURE, 39.73, 101, High
2023-12-06, PRESSURE, 950.7, 102, Low
2023-12-26, MOTION, 44.0, 102, High
2023-09-24, MOTION, 1.0, 104, Low
2023-12-10, TEMPERATURE, 14.15, 106, Low
2023-10-17, VOC, 464.78, 106, High
2023-12-10, PRESSURE, 1048.17, 108, High
2023-11-11, PRESSURE, 1046.65, 107, High
2023-08-30, MOTION, 42.0, 107, High
2023-09-25, MOTION, 48.0, 103, High
2023-12-22, HUMIDITY, 31.3, 109, Low
2023-09-11, HUMIDITY, 84.51, 103, High
2023-12-02, CO2, 797.45, 103, High
2023-09-19, MOTION, 1.0, 101, Low
2023-11-01, HUMIDITY, 80.38, 103, High
2023-09-04, CO2, 731.67, 107, High
2023-10-06, MOTION, 45.0, 107, High
2023-09-07, HUMIDITY, 33.19, 108, Low
2023-08-25, CO2, 349.84, 103, Low
2024-01-18, PRESSURE, 956.55, 102, Low
2023-09-01, TEMPERATURE, 37.45, 109, High
2023-08-22, SOUND, 27.77, 107, Low
2023-12-27, TEMPERATURE, 39.82, 108, High
2023-08-30, CO2, 730.91, 101, High
2023-09-17, VOC, 100.15, 107, Low
2023-08-11, LIGHT, 83.28, 106, Low
2023-10-04, HUMIDITY, 89.46, 110, High
2024-01-25, TEMPERATURE, 35.87, 101, High
2023-09-05, TEMPERATURE, 38.55, 109, High
2023-12-15, MOTION, 36.0, 108, High
2023-12-04, HUMIDITY, 35.91, 107, Low
2023-12-01, CO2, 766.65, 101, High
2023-08-03, SOUND, 23.99, 106, Low
2023-12-31, CO2, 336.86, 105, Low
2023-11-26, TEMPERATURE, 39.91, 110, High
2023-09-29, MOTION, 45.0, 105, High
2023-08-01, MOTION, 38.0, 104, High
2023-08-25, MOTION, 2.0, 110, Low
2024-01-22, VOC, 488.93, 105, High
2024-01-09, CO2, 708.99, 110, High
2023-08-18, TEMPERATURE, 10.32, 106, Low
2024-01-07, SOUND, 100.07, 102, High
2023-11-17, HUMIDITY, 33.21, 108, Low
2023-09-15, CO2, 792.52, 109, High
2023-12-01, CO2, 329.48, 102, Low
2023-12-16, TEMPERATURE, 14.36, 109, Low
2023-10-02, TEMPERATURE, 12.76, 104, Low
2024-01-01, HUMIDITY, 81.31, 104, High
2024-01-19, MOTION, 41.0, 110, High
2024-01-16, SOUND, 100.26, 106, High
2023-08-12, PRESSURE, 1047.16, 109, High
2024-01-01, MOTION, 42.0, 109, High
