date,sensor_type,value,unit,location_id,month
2023-12-22 00:00:00,sound,76.17,dB,102.0,2023-12
2024-01-19 00:00:00,temperature,25.63,C,101.0,2024-01
2023-11-15 00:00:00,motion,34.0,count,110.0,2023-11
2023-11-07 00:00:00,light,583.46,lux,102.0,2023-11
2023-10-28 00:00:00,temperature,28.09,C,102.0,2023-10
2023-10-24 00:00:00,temperature,30.06,C,104.0,2023-10
2024-01-11 00:00:00,co2,683.53,ppm,102.0,2024-01
2023-08-14 00:00:00,voc,431.95,ppb,103.0,2023-08
2023-12-19 00:00:00,temperature,25.97,C,109.0,2023-12
2023-11-04 00:00:00,pressure,986.23,hPa,102.0,2023-11
2023-10-11 00:00:00,pressure,978.7,hPa,105.0,2023-10
2023-09-06 00:00:00,humidity,87.9,%,103.0,2023-09
2024-01-10 00:00:00,sound,48.88,dB,110.0,2024-01
2023-12-25 00:00:00,humidity,75.96,%,102.0,2023-12
2023-11-01 00:00:00,light,154.02,lux,105.0,2023-11
2023-12-27 00:00:00,temperature,33.94,C,103.0,2023-12
2024-01-17 00:00:00,sound,58.51,dB,103.0,2024-01
2023-11-24 00:00:00,motion,20.0,count,105.0,2023-11
2023-12-27 00:00:00,pressure,1046.4,hPa,110.0,2023-12
2024-01-08 00:00:00,temperature,24.03,C,109.0,2024-01
2023-09-10 00:00:00,sound,75.67,dB,101.0,2023-09
2023-10-10 00:00:00,pressure,997.38,hPa,103.0,2023-10
2023-12-07 00:00:00,sound,47.85,dB,107.0,2023-12
2023-11-07 00:00:00,pressure,1010.28,hPa,102.0,2023-11
2023-11-24 00:00:00,motion,23.0,count,108.0,2023-11
2023-09-17 00:00:00,pressure,966.51,hPa,102.0,2023-09
2023-12-09 00:00:00,pressure,1038.86,hPa,103.0,2023-12
2023-08-02 00:00:00,temperature,36.33,C,101.0,2023-08
2023-12-31 00:00:00,temperature,29.53,C,101.0,2023-12
2024-01-10 00:00:00,pressure,989.46,hPa,106.0,2024-01
2023-11-03 00:00:00,pressure,1016.41,hPa,105.0,2023-11
2023-12-25 00:00:00,motion,24.0,count,109.0,2023-12
2023-11-27 00:00:00,humidity,44.0,%,109.0,2023-11
2024-01-12 00:00:00,co2,662.41,ppm,101.0,2024-01
2023-09-16 00:00:00,pressure,1037.26,hPa,107.0,2023-09
2023-09-09 00:00:00,co2,331.88,ppm,110.0,2023-09
2024-01-31 00:00:00,light,523.75,lux,109.0,2024-01
2023-12-02 00:00:00,humidity,87.71,%,104.0,2023-12
2023-11-02 00:00:00,voc,360.18,ppb,110.0,2023-11
2023-08-12 00:00:00,humidity,48.96,%,102.0,2023-08
2023-09-14 00:00:00,pressure,1039.29,hPa,103.0,2023-09
2023-08-08 00:00:00,humidity,39.15,%,102.0,2023-08
2023-08-27 00:00:00,sound,83.88,dB,102.0,2023-08
2023-11-07 00:00:00,co2,576.79,ppm,106.0,2023-11
2023-08-02 00:00:00,voc,188.4,ppb,108.0,2023-08
2023-11-12 00:00:00,pressure,975.66,hPa,107.0,2023-11
2023-10-08 00:00:00,sound,73.23,dB,103.0,2023-10
2024-01-26 00:00:00,voc,338.17,ppb,106.0,2024-01
2023-12-28 00:00:00,pressure,980.69,hPa,107.0,2023-12
2023-10-29 00:00:00,motion,28.0,count,106.0,2023-10
2023-09-22 00:00:00,sound,110.01,dB,106.0,2023-09
2023-12-11 00:00:00,co2,534.63,ppm,103.0,2023-12
2023-12-05 00:00:00,pressure,976.65,hPa,102.0,2023-12
2024-02-01 00:00:00,sound,103.15,dB,103.0,2024-02
2023-12-01 00:00:00,sound,24.25,dB,110.0,2023-12
2023-09-09 00:00:00,temperature,20.96,C,101.0,2023-09
2023-09-15 00:00:00,sound,52.55,dB,107.0,2023-09
2024-01-06 00:00:00,motion,10.0,count,103.0,2024-01
2024-01-02 00:00:00,light,847.09,lux,101.0,2024-01
2023-09-18 00:00:00,motion,42.0,count,110.0,2023-09
2023-09-02 00:00:00,sound,83.48,dB,104.0,2023-09
2023-10-17 00:00:00,voc,363.58,ppb,102.0,2023-10
2023-11-08 00:00:00,sound,23.04,dB,110.0,2023-11
2023-12-16 00:00:00,sound,22.28,dB,103.0,2023-12
2023-10-26 00:00:00,humidity,74.4,%,105.0,2023-10
2023-08-26 00:00:00,sound,70.81,dB,109.0,2023-08
2023-10-14 00:00:00,voc,479.74,ppb,109.0,2023-10
2023-09-26 00:00:00,motion,27.0,count,109.0,2023-09
2023-11-17 00:00:00,light,957.71,lux,105.0,2023-11
2023-09-06 00:00:00,humidity,44.81,%,104.0,2023-09
2023-11-06 00:00:00,sound,80.35,dB,102.0,2023-11
2023-10-11 00:00:00,voc,420.71,ppb,109.0,2023-10
2024-01-07 00:00:00,co2,716.46,ppm,108.0,2024-01
2023-08-18 00:00:00,light,243.59,lux,110.0,2023-08
2023-11-24 00:00:00,pressure,998.23,hPa,110.0,2023-11
2023-12-17 00:00:00,co2,345.5,ppm,107.0,2023-12
2023-11-21 00:00:00,co2,559.24,ppm,110.0,2023-11
2023-11-01 00:00:00,voc,496.92,ppb,103.0,2023-11
2023-12-14 00:00:00,motion,24.0,count,108.0,2023-12
2023-10-11 00:00:00,pressure,1003.14,hPa,103.0,2023-10
2023-08-01 00:00:00,co2,511.59,ppm,101.0,2023-08
2023-11-02 00:00:00,sound,100.53,dB,104.0,2023-11
2023-09-23 00:00:00,motion,7.0,count,102.0,2023-09
2023-09-25 00:00:00,motion,7.0,count,103.0,2023-09
2023-08-10 00:00:00,pressure,1042.4,hPa,102.0,2023-08
2023-09-04 00:00:00,voc,218.67,ppb,103.0,2023-09
2023-11-20 00:00:00,humidity,49.99,%,103.0,2023-11
2023-11-23 00:00:00,sound,68.09,dB,103.0,2023-11
2023-09-30 00:00:00,light,459.67,lux,101.0,2023-09
2023-10-07 00:00:00,co2,521.1,ppm,104.0,2023-10
2023-12-03 00:00:00,light,955.39,lux,110.0,2023-12
2023-12-24 00:00:00,co2,701.06,ppm,107.0,2023-12
2023-08-08 00:00:00,humidity,30.51,%,103.0,2023-08
2023-12-23 00:00:00,temperature,11.11,C,105.0,2023-12
2024-01-23 00:00:00,light,711.29,lux,104.0,2024-01
2024-01-19 00:00:00,light,570.72,lux,105.0,2024-01
2024-01-05 00:00:00,light,690.07,lux,103.0,2024-01
2023-12-08 00:00:00,temperature,35.46,C,107.0,2023-12
2023-11-12 00:00:00,sound,97.32,dB,104.0,2023-11
2023-11-05 00:00:00,motion,28.0,count,106.0,2023-11
2023-12-28 00:00:00,temperature,30.27,C,106.0,2023-12
2023-12-11 00:00:00,humidity,80.15,%,106.0,2023-12
2024-01-08 00:00:00,temperature,35.14,C,101.0,2024-01
2023-08-16 00:00:00,sound,77.73,dB,108.0,2023-08
2023-12-06 00:00:00,voc,428.08,ppb,101.0,2023-12
2023-08-31 00:00:00,sound,36.72,dB,106.0,2023-08
2023-10-16 00:00:00,humidity,75.87,%,101.0,2023-10
2023-09-13 00:00:00,voc,401.18,ppb,103.0,2023-09
2023-09-20 00:00:00,temperature,35.35,C,105.0,2023-09
2024-01-21 00:00:00,voc,110.33,ppb,106.0,2024-01
2023-09-25 00:00:00,sound,40.62,dB,107.0,2023-09
2024-01-13 00:00:00,temperature,25.25,C,109.0,2024-01
2024-01-23 00:00:00,motion,50.0,count,104.0,2024-01
2023-09-27 00:00:00,humidity,47.41,%,110.0,2023-09
2023-12-14 00:00:00,humidity,73.18,%,106.0,2023-12
2023-12-19 00:00:00,motion,14.0,count,105.0,2023-12
2023-11-03 00:00:00,temperature,17.5,C,110.0,2023-11
2023-10-21 00:00:00,humidity,56.77,%,101.0,2023-10
2023-12-06 00:00:00,voc,163.97,ppb,103.0,2023-12
2023-12-28 00:00:00,co2,679.61,ppm,101.0,2023-12
2023-10-31 00:00:00,light,387.66,lux,109.0,2023-10
2023-11-26 00:00:00,light,299.78,lux,104.0,2023-11
2023-10-06 00:00:00,humidity,64.85,%,107.0,2023-10
2023-08-31 00:00:00,temperature,29.19,C,101.0,2023-08
2024-01-08 00:00:00,humidity,45.53,%,103.0,2024-01
2023-08-29 00:00:00,motion,32.0,count,107.0,2023-08
2023-11-16 00:00:00,co2,377.99,ppm,102.0,2023-11
2023-11-09 00:00:00,sound,110.69,dB,108.0,2023-11
2023-10-13 00:00:00,motion,36.0,count,102.0,2023-10
2023-11-07 00:00:00,humidity,66.45,%,105.0,2023-11
2023-11-20 00:00:00,sound,85.01,dB,106.0,2023-11
2024-01-04 00:00:00,humidity,83.96,%,105.0,2024-01
2023-09-11 00:00:00,co2,376.13,ppm,105.0,2023-09
2023-11-08 00:00:00,humidity,73.74,%,108.0,2023-11
2024-01-07 00:00:00,humidity,55.47,%,107.0,2024-01
2023-10-11 00:00:00,temperature,26.46,C,106.0,2023-10
2023-08-07 00:00:00,light,249.53,lux,110.0,2023-08
2023-10-12 00:00:00,pressure,1043.11,hPa,108.0,2023-10
2023-12-01 00:00:00,motion,39.0,count,101.0,2023-12
2023-12-08 00:00:00,sound,28.96,dB,108.0,2023-12
2023-08-11 00:00:00,voc,293.23,ppb,104.0,2023-08
2024-01-06 00:00:00,motion,18.0,count,101.0,2024-01
2023-11-06 00:00:00,co2,546.52,ppm,107.0,2023-11
2023-10-08 00:00:00,motion,28.0,count,106.0,2023-10
2023-12-28 00:00:00,humidity,40.6,%,110.0,2023-12
2023-08-28 00:00:00,temperature,34.88,C,102.0,2023-08
2023-09-14 00:00:00,motion,44.0,count,101.0,2023-09
2023-08-16 00:00:00,humidity,65.72,%,108.0,2023-08
2024-01-03 00:00:00,pressure,952.56,hPa,103.0,2024-01
2023-10-25 00:00:00,motion,8.0,count,104.0,2023-10
2023-09-05 00:00:00,light,900.57,lux,110.0,2023-09
2024-01-10 00:00:00,co2,547.41,ppm,103.0,2024-01
2023-10-03 00:00:00,sound,47.0,dB,103.0,2023-10
2023-09-01 00:00:00,voc,333.19,ppb,110.0,2023-09
2023-09-11 00:00:00,sound,65.24,dB,110.0,2023-09
2024-01-06 00:00:00,voc,387.04,ppb,104.0,2024-01
2023-09-08 00:00:00,voc,186.96,ppb,108.0,2023-09
2023-10-11 00:00:00,humidity,57.52,%,105.0,2023-10
2024-02-01 00:00:00,temperature,18.76,C,104.0,2024-02
2023-11-29 00:00:00,temperature,14.27,C,101.0,2023-11
2023-10-30 00:00:00,motion,0.0,count,104.0,2023-10
2023-08-20 00:00:00,humidity,59.7,%,106.0,2023-08
2023-10-06 00:00:00,temperature,34.35,C,106.0,2023-10
2023-10-11 00:00:00,sound,70.02,dB,108.0,2023-10
2023-10-29 00:00:00,motion,16.0,count,102.0,2023-10
2023-10-06 00:00:00,temperature,18.13,C,103.0,2023-10
2023-09-29 00:00:00,temperature,33.65,C,110.0,2023-09
2023-09-22 00:00:00,light,708.13,lux,107.0,2023-09
2023-09-07 00:00:00,co2,642.23,ppm,106.0,2023-09
2023-10-26 00:00:00,temperature,29.04,C,102.0,2023-10
2023-10-17 00:00:00,pressure,1011.6,hPa,107.0,2023-10
2023-12-08 00:00:00,light,116.98,lux,110.0,2023-12
2023-09-15 00:00:00,temperature,12.85,C,106.0,2023-09
2023-11-25 00:00:00,light,833.52,lux,106.0,2023-11
2023-11-05 00:00:00,light,758.81,lux,107.0,2023-11
2023-08-19 00:00:00,light,750.65,lux,109.0,2023-08
2024-01-30 00:00:00,pressure,985.3,hPa,109.0,2024-01
2023-12-06 00:00:00,co2,713.82,ppm,110.0,2023-12
2023-08-20 00:00:00,light,409.25,lux,102.0,2023-08
2024-01-27 00:00:00,humidity,47.86,%,104.0,2024-01
2023-11-27 00:00:00,temperature,19.97,C,103.0,2023-11
2023-08-12 00:00:00,motion,21.0,count,110.0,2023-08
2023-09-30 00:00:00,humidity,57.82,%,109.0,2023-09
2023-11-10 00:00:00,co2,382.22,ppm,103.0,2023-11
2023-10-07 00:00:00,motion,38.0,count,102.0,2023-10
2024-01-06 00:00:00,humidity,64.84,%,105.0,2024-01
2024-01-12 00:00:00,motion,21.0,count,106.0,2024-01
2023-10-03 00:00:00,motion,14.0,count,101.0,2023-10
2023-11-24 00:00:00,sound,79.2,dB,102.0,2023-11
2023-12-17 00:00:00,motion,10.0,count,101.0,2023-12
2024-01-18 00:00:00,co2,456.9,ppm,110.0,2024-01
2024-01-10 00:00:00,sound,100.59,dB,108.0,2024-01
2023-09-15 00:00:00,voc,314.39,ppb,103.0,2023-09
2023-12-11 00:00:00,co2,308.63,ppm,108.0,2023-12
2023-11-26 00:00:00,voc,194.67,ppb,104.0,2023-11
2023-11-14 00:00:00,sound,32.32,dB,101.0,2023-11
2023-10-13 00:00:00,light,346.96,lux,110.0,2023-10
2024-01-08 00:00:00,pressure,974.31,hPa,107.0,2024-01
2023-11-07 00:00:00,sound,72.19,dB,109.0,2023-11
2023-08-31 00:00:00,temperature,18.76,C,110.0,2023-08
2023-09-08 00:00:00,co2,597.07,ppm,109.0,2023-09
2023-10-27 00:00:00,pressure,1025.49,hPa,105.0,2023-10
2023-12-15 00:00:00,light,51.81,lux,104.0,2023-12
2023-10-10 00:00:00,humidity,31.64,%,101.0,2023-10
2023-11-18 00:00:00,co2,692.48,ppm,109.0,2023-11
2024-01-16 00:00:00,pressure,989.38,hPa,105.0,2024-01
2023-08-29 00:00:00,humidity,82.43,%,104.0,2023-08
2023-11-18 00:00:00,co2,476.91,ppm,107.0,2023-11
2023-10-30 00:00:00,motion,8.0,count,102.0,2023-10
2023-10-03 00:00:00,co2,394.15,ppm,104.0,2023-10
2024-01-19 00:00:00,light,479.92,lux,109.0,2024-01
2023-09-14 00:00:00,humidity,81.28,%,107.0,2023-09
2023-10-23 00:00:00,sound,31.33,dB,105.0,2023-10
2024-01-05 00:00:00,temperature,29.53,C,104.0,2024-01
2023-08-16 00:00:00,co2,342.08,ppm,107.0,2023-08
2024-01-17 00:00:00,temperature,32.76,C,108.0,2024-01
2023-08-05 00:00:00,pressure,1003.3,hPa,103.0,2023-08
2024-01-28 00:00:00,light,537.24,lux,105.0,2024-01
2023-09-25 00:00:00,voc,468.57,ppb,106.0,2023-09
2023-10-07 00:00:00,motion,39.0,count,104.0,2023-10
2023-12-02 00:00:00,sound,38.8,dB,106.0,2023-12
2023-12-31 00:00:00,temperature,13.41,C,107.0,2023-12
2024-01-28 00:00:00,humidity,64.13,%,110.0,2024-01
2023-08-21 00:00:00,pressure,963.37,hPa,107.0,2023-08
2023-10-04 00:00:00,pressure,974.01,hPa,102.0,2023-10
2023-10-02 00:00:00,light,134.22,lux,102.0,2023-10
2024-01-04 00:00:00,humidity,85.61,%,102.0,2024-01
2024-01-09 00:00:00,temperature,36.56,C,103.0,2024-01
2023-12-13 00:00:00,pressure,980.75,hPa,103.0,2023-12
2023-10-15 00:00:00,motion,22.0,count,103.0,2023-10
2023-08-05 00:00:00,motion,31.0,count,109.0,2023-08
2023-09-17 00:00:00,humidity,48.22,%,103.0,2023-09
2023-10-01 00:00:00,pressure,954.74,hPa,101.0,2023-10
2023-10-07 00:00:00,voc,343.36,ppb,103.0,2023-10
2023-11-03 00:00:00,voc,134.69,ppb,109.0,2023-11
2024-01-06 00:00:00,humidity,62.59,%,107.0,2024-01
2023-12-27 00:00:00,humidity,63.05,%,108.0,2023-12
2024-01-31 00:00:00,voc,443.98,ppb,107.0,2024-01
2023-09-25 00:00:00,sound,63.23,dB,104.0,2023-09
2023-09-29 00:00:00,sound,102.03,dB,106.0,2023-09
2023-08-18 00:00:00,voc,258.72,ppb,109.0,2023-08
2023-08-13 00:00:00,light,705.48,lux,106.0,2023-08
2023-12-01 00:00:00,motion,28.0,count,108.0,2023-12
2024-01-24 00:00:00,light,907.47,lux,103.0,2024-01
2023-09-10 00:00:00,humidity,75.71,%,102.0,2023-09
2023-11-06 00:00:00,voc,255.48,ppb,101.0,2023-11
2023-09-23 00:00:00,voc,158.04,ppb,104.0,2023-09
2023-09-30 00:00:00,voc,477.8,ppb,107.0,2023-09
2024-01-20 00:00:00,co2,422.98,ppm,103.0,2024-01
2024-02-01 00:00:00,temperature,22.89,C,102.0,2024-02
2023-09-17 00:00:00,co2,747.55,ppm,108.0,2023-09
2023-08-04 00:00:00,temperature,13.19,C,108.0,2023-08
2023-10-08 00:00:00,motion,39.0,count,104.0,2023-10
2023-11-24 00:00:00,light,490.32,lux,108.0,2023-11
2023-11-25 00:00:00,pressure,1035.16,hPa,103.0,2023-11
2023-12-15 00:00:00,sound,92.37,dB,110.0,2023-12
2023-11-21 00:00:00,voc,146.66,ppb,105.0,2023-11
2023-11-02 00:00:00,sound,20.1,dB,110.0,2023-11
2023-09-15 00:00:00,humidity,89.84,%,102.0,2023-09
2024-01-10 00:00:00,light,895.44,lux,102.0,2024-01
2023-08-31 00:00:00,pressure,962.97,hPa,102.0,2023-08
2023-08-27 00:00:00,motion,28.0,count,110.0,2023-08
2023-12-09 00:00:00,motion,21.0,count,108.0,2023-12
2024-01-13 00:00:00,pressure,952.98,hPa,102.0,2024-01
2023-12-08 00:00:00,light,625.38,lux,104.0,2023-12
2023-08-06 00:00:00,co2,693.22,ppm,108.0,2023-08
2023-12-14 00:00:00,sound,26.16,dB,102.0,2023-12
2023-12-14 00:00:00,motion,18.0,count,106.0,2023-12
2023-12-25 00:00:00,motion,40.0,count,109.0,2023-12
2024-01-22 00:00:00,voc,195.04,ppb,102.0,2024-01
2023-12-11 00:00:00,light,918.86,lux,102.0,2023-12
2023-10-26 00:00:00,pressure,1023.14,hPa,107.0,2023-10
2023-11-12 00:00:00,motion,13.0,count,108.0,2023-11
2023-12-04 00:00:00,co2,735.5,ppm,103.0,2023-12
2023-12-02 00:00:00,humidity,57.58,%,106.0,2023-12
2023-11-07 00:00:00,motion,17.0,count,106.0,2023-11
2024-01-31 00:00:00,sound,42.95,dB,105.0,2024-01
2023-08-13 00:00:00,humidity,35.23,%,104.0,2023-08
2023-12-08 00:00:00,co2,610.41,ppm,109.0,2023-12
2023-08-04 00:00:00,motion,47.0,count,109.0,2023-08
2023-09-06 00:00:00,motion,8.0,count,106.0,2023-09
2023-08-13 00:00:00,motion,26.0,count,103.0,2023-08
2024-01-07 00:00:00,voc,129.11,ppb,104.0,2024-01
2024-01-11 00:00:00,light,430.41,lux,110.0,2024-01
2024-01-02 00:00:00,voc,190.17,ppb,108.0,2024-01
2023-12-16 00:00:00,light,703.31,lux,107.0,2023-12
2023-12-28 00:00:00,sound,48.96,dB,105.0,2023-12
2024-01-18 00:00:00,light,230.06,lux,109.0,2024-01
2023-12-01 00:00:00,motion,1.0,count,109.0,2023-12
2023-09-14 00:00:00,motion,29.0,count,109.0,2023-09
2023-12-29 00:00:00,light,980.94,lux,107.0,2023-12
2023-09-18 00:00:00,motion,49.0,count,104.0,2023-09
2024-01-10 00:00:00,sound,43.78,dB,107.0,2024-01
2023-11-22 00:00:00,light,833.32,lux,109.0,2023-11
2023-12-08 00:00:00,motion,9.0,count,109.0,2023-12
2023-09-19 00:00:00,temperature,29.28,C,104.0,2023-09
2023-08-14 00:00:00,pressure,1044.5,hPa,110.0,2023-08
2023-12-25 00:00:00,temperature,38.96,C,101.0,2023-12
2023-08-04 00:00:00,temperature,11.29,C,104.0,2023-08
2023-10-02 00:00:00,sound,106.17,dB,104.0,2023-10
2023-11-13 00:00:00,pressure,1003.09,hPa,102.0,2023-11
2023-10-01 00:00:00,voc,370.86,ppb,105.0,2023-10
2023-08-08 00:00:00,pressure,1020.81,hPa,103.0,2023-08
2023-10-03 00:00:00,pressure,955.65,hPa,104.0,2023-10
2023-09-01 00:00:00,humidity,88.49,%,101.0,2023-09
2024-01-15 00:00:00,humidity,64.4,%,110.0,2024-01
2023-10-03 00:00:00,humidity,30.98,%,110.0,2023-10
2023-12-30 00:00:00,light,106.54,lux,108.0,2023-12
2023-11-25 00:00:00,voc,302.37,ppb,102.0,2023-11
2024-01-03 00:00:00,voc,109.85,ppb,108.0,2024-01
2023-10-14 00:00:00,voc,354.34,ppb,110.0,2023-10
2023-09-21 00:00:00,light,735.32,lux,105.0,2023-09
2023-08-25 00:00:00,humidity,55.44,%,104.0,2023-08
2023-12-15 00:00:00,humidity,79.14,%,107.0,2023-12
2023-08-12 00:00:00,temperature,34.49,C,109.0,2023-08
2023-12-03 00:00:00,temperature,35.71,C,109.0,2023-12
2023-12-06 00:00:00,light,691.99,lux,106.0,2023-12
2023-12-18 00:00:00,temperature,23.69,C,109.0,2023-12
2024-01-09 00:00:00,motion,36.0,count,106.0,2024-01
2023-12-07 00:00:00,pressure,1031.44,hPa,107.0,2023-12
2023-10-30 00:00:00,co2,635.74,ppm,101.0,2023-10
2023-12-04 00:00:00,sound,76.73,dB,104.0,2023-12
2024-01-04 00:00:00,voc,325.95,ppb,101.0,2024-01
2023-10-30 00:00:00,light,554.51,lux,105.0,2023-10
2023-11-16 00:00:00,temperature,14.07,C,102.0,2023-11
2023-09-13 00:00:00,light,243.23,lux,104.0,2023-09
2023-11-19 00:00:00,humidity,40.85,%,106.0,2023-11
2023-09-15 00:00:00,pressure,967.54,hPa,106.0,2023-09
2023-11-02 00:00:00,pressure,954.78,hPa,106.0,2023-11
2023-12-25 00:00:00,voc,362.07,ppb,102.0,2023-12
2023-10-20 00:00:00,humidity,85.97,%,103.0,2023-10
2023-09-30 00:00:00,co2,406.25,ppm,107.0,2023-09
2023-12-01 00:00:00,temperature,37.26,C,105.0,2023-12
2023-11-07 00:00:00,co2,702.8,ppm,107.0,2023-11
2023-11-16 00:00:00,voc,301.45,ppb,108.0,2023-11
2023-09-25 00:00:00,co2,670.68,ppm,110.0,2023-09
2023-10-02 00:00:00,light,573.23,lux,105.0,2023-10
2023-12-20 00:00:00,sound,27.2,dB,110.0,2023-12
2023-08-18 00:00:00,pressure,1035.67,hPa,109.0,2023-08
2024-01-22 00:00:00,pressure,1011.39,hPa,105.0,2024-01
2024-01-26 00:00:00,motion,48.0,count,110.0,2024-01
2023-08-23 00:00:00,pressure,1019.93,hPa,108.0,2023-08
2023-09-17 00:00:00,voc,276.32,ppb,101.0,2023-09
2023-12-29 00:00:00,pressure,968.72,hPa,101.0,2023-12
2023-08-13 00:00:00,temperature,15.65,C,108.0,2023-08
2024-01-12 00:00:00,temperature,18.2,C,103.0,2024-01
2023-08-20 00:00:00,temperature,39.08,C,107.0,2023-08
2023-09-24 00:00:00,temperature,19.65,C,106.0,2023-09
2023-08-27 00:00:00,temperature,25.96,C,109.0,2023-08
2023-11-10 00:00:00,temperature,38.6,C,105.0,2023-11
2023-10-03 00:00:00,temperature,35.54,C,102.0,2023-10
2023-08-11 00:00:00,voc,320.78,ppb,104.0,2023-08
2023-09-29 00:00:00,sound,21.88,dB,109.0,2023-09
2023-11-08 00:00:00,temperature,11.21,C,104.0,2023-11
2023-12-24 00:00:00,pressure,952.51,hPa,110.0,2023-12
2023-08-06 00:00:00,temperature,14.59,C,103.0,2023-08
2023-09-11 00:00:00,sound,64.24,dB,108.0,2023-09
2023-10-19 00:00:00,motion,21.0,count,105.0,2023-10
2023-08-11 00:00:00,sound,28.77,dB,109.0,2023-08
2023-08-20 00:00:00,pressure,1000.91,hPa,105.0,2023-08
2024-01-08 00:00:00,co2,606.93,ppm,102.0,2024-01
2023-12-22 00:00:00,pressure,990.61,hPa,108.0,2023-12
2023-08-29 00:00:00,humidity,73.25,%,106.0,2023-08
2023-08-08 00:00:00,temperature,14.11,C,109.0,2023-08
2024-01-09 00:00:00,pressure,1000.73,hPa,101.0,2024-01
2023-10-31 00:00:00,pressure,965.68,hPa,104.0,2023-10
2023-12-23 00:00:00,humidity,63.92,%,101.0,2023-12
2023-11-17 00:00:00,motion,0.0,count,101.0,2023-11
2023-10-28 00:00:00,sound,82.22,dB,104.0,2023-10
2024-01-02 00:00:00,light,797.95,lux,108.0,2024-01
2023-08-04 00:00:00,humidity,87.37,%,106.0,2023-08
2023-11-10 00:00:00,co2,398.87,ppm,108.0,2023-11
2023-08-14 00:00:00,light,499.58,lux,108.0,2023-08
2023-09-22 00:00:00,sound,96.99,dB,107.0,2023-09
2023-10-27 00:00:00,voc,317.44,ppb,110.0,2023-10
2024-01-17 00:00:00,humidity,68.62,%,106.0,2024-01
2023-12-17 00:00:00,voc,434.31,ppb,102.0,2023-12
2023-12-09 00:00:00,sound,110.35,dB,108.0,2023-12
2023-11-20 00:00:00,pressure,1048.39,hPa,103.0,2023-11
2023-08-05 00:00:00,light,853.94,lux,105.0,2023-08
2023-08-02 00:00:00,sound,35.7,dB,106.0,2023-08
2024-01-11 00:00:00,voc,118.81,ppb,108.0,2024-01
2023-12-03 00:00:00,sound,60.6,dB,101.0,2023-12
2023-09-08 00:00:00,co2,453.22,ppm,101.0,2023-09
2023-10-23 00:00:00,co2,365.31,ppm,107.0,2023-10
2023-11-06 00:00:00,motion,23.0,count,110.0,2023-11
2024-01-14 00:00:00,sound,89.27,dB,103.0,2024-01
2024-01-17 00:00:00,temperature,18.94,C,102.0,2024-01
2023-11-02 00:00:00,humidity,60.82,%,101.0,2023-11
2023-10-21 00:00:00,voc,248.04,ppb,110.0,2023-10
2023-08-10 00:00:00,light,127.94,lux,110.0,2023-08
2023-08-20 00:00:00,voc,423.88,ppb,101.0,2023-08
2023-08-17 00:00:00,sound,22.91,dB,104.0,2023-08
2023-12-18 00:00:00,motion,50.0,count,101.0,2023-12
2023-11-14 00:00:00,pressure,982.22,hPa,103.0,2023-11
2023-11-20 00:00:00,sound,113.86,dB,103.0,2023-11
2023-10-29 00:00:00,co2,480.41,ppm,106.0,2023-10
2024-01-13 00:00:00,humidity,65.4,%,109.0,2024-01
2023-12-08 00:00:00,light,547.05,lux,108.0,2023-12
2023-10-26 00:00:00,temperature,34.91,C,101.0,2023-10
2023-09-24 00:00:00,temperature,38.99,C,109.0,2023-09
2023-09-28 00:00:00,sound,65.91,dB,110.0,2023-09
2023-09-07 00:00:00,pressure,1007.5,hPa,101.0,2023-09
2023-10-19 00:00:00,temperature,22.51,C,104.0,2023-10
2023-09-16 00:00:00,humidity,72.04,%,108.0,2023-09
2023-08-23 00:00:00,co2,400.9,ppm,108.0,2023-08
2023-10-02 00:00:00,humidity,74.42,%,106.0,2023-10
2023-08-10 00:00:00,voc,249.3,ppb,104.0,2023-08
2023-11-18 00:00:00,temperature,26.89,C,110.0,2023-11
2023-08-06 00:00:00,pressure,957.62,hPa,106.0,2023-08
2023-10-21 00:00:00,pressure,965.64,hPa,101.0,2023-10
2023-10-21 00:00:00,motion,6.0,count,106.0,2023-10
2023-12-26 00:00:00,motion,3.0,count,104.0,2023-12
2023-12-23 00:00:00,temperature,16.75,C,102.0,2023-12
2023-08-27 00:00:00,voc,216.5,ppb,107.0,2023-08
2023-10-26 00:00:00,light,716.53,lux,110.0,2023-10
2023-10-07 00:00:00,co2,322.85,ppm,105.0,2023-10
2023-08-03 00:00:00,temperature,27.15,C,105.0,2023-08
2023-11-18 00:00:00,temperature,24.41,C,107.0,2023-11
2023-10-20 00:00:00,light,355.76,lux,105.0,2023-10
2023-09-20 00:00:00,temperature,20.09,C,110.0,2023-09
2023-10-04 00:00:00,pressure,970.55,hPa,103.0,2023-10
2023-09-23 00:00:00,sound,104.04,dB,101.0,2023-09
2023-09-11 00:00:00,pressure,978.99,hPa,102.0,2023-09
2023-11-06 00:00:00,humidity,71.47,%,101.0,2023-11
2023-10-19 00:00:00,sound,47.26,dB,110.0,2023-10
2023-09-23 00:00:00,light,831.58,lux,104.0,2023-09
2023-11-20 00:00:00,motion,44.0,count,110.0,2023-11
2023-12-20 00:00:00,temperature,38.15,C,101.0,2023-12
2023-08-11 00:00:00,pressure,997.63,hPa,101.0,2023-08
2023-10-26 00:00:00,voc,117.39,ppb,107.0,2023-10
2023-12-29 00:00:00,pressure,993.99,hPa,101.0,2023-12
2023-08-01 00:00:00,sound,21.02,dB,104.0,2023-08
